##;ENG;ENG;ENG;ENG;ENG;ENG;ENG;ENG;;;X;
PROV0;(Embarked);(Embarked);(Embarked);(Embarked);(Embarked);(Embarked);(Embarked);(Embarked);;;x;
PROV239;Gijón;Gijón;Gijón;Gijón;Gijón;Gijón;Gijón;Gijón;;;X;
PROV240;Vegadeo;Vegadeo;Vegadeo;Vegadeo;Vegadeo;Vegadeo;Vegadeo;Vegadeo;;;X;
PROV241;Santiago de Compostela;Santiago de Compostela;Santiago de Compostela;Santiago de Compostela;Santiago de Compostela;Santiago de Compostela;Santiago de Compostela;Santiago de Compostela;;;X;
PROV242;Burgos;Burgos;Burgos;Burgos;Burgos;Burgos;Burgos;Burgos;;;X;
PROV243;Valladolid;Valladolid;Valladolid;Valladolid;Valladolid;Valladolid;Valladolid;Valladolid;;;X;
PROV244;Soria;Soria;Soria;Soria;Soria;Soria;Soria;Soria;;;X;
PROV245;Segovia;Segovia;Segovia;Segovia;Segovia;Segovia;Segovia;Segovia;;;X;
PROV246;Salamanca;Salamanca;Salamanca;Salamanca;Salamanca;Salamanca;Salamanca;Salamanca;;;X;
PROV247;León;León;León;León;León;León;León;León;;;X;
PROV248;Logroño;Logroño;Logroño;Logroño;Logroño;Logroño;Logroño;Logroño;;;X;
PROV249;Zamora;Zamora;Zamora;Zamora;Zamora;Zamora;Zamora;Zamora;;;X;
PROV250;Palencia;Palencia;Palencia;Palencia;Palencia;Palencia;Palencia;Palencia;;;X;
PROV251;Avila;Avila;Avila;Avila;Avila;Avila;Avila;Avila;;;X;
PROV252;Aranda de Duero;Aranda de Duero;Aranda de Duero;Aranda de Duero;Aranda de Duero;Aranda de Duero;Aranda de Duero;Aranda de Duero;;;X;
PROV253;Guardo;Guardo;Guardo;Guardo;Guardo;Guardo;Guardo;Guardo;;;X;
PROV254;Medina del Campo;Medina del Campo;Medina del Campo;Medina del Campo;Medina del Campo;Medina del Campo;Medina del Campo;Medina del Campo;;;X;
PROV255;Bejar;Bejar;Bejar;Bejar;Bejar;Bejar;Bejar;Bejar;;;X;
PROV256;Cacabelos;Cacabelos;Cacabelos;Cacabelos;Cacabelos;Cacabelos;Cacabelos;Cacabelos;;;X;
PROV257;Ponferrada;Ponferrada;Ponferrada;Ponferrada;Ponferrada;Ponferrada;Ponferrada;Ponferrada;;;X;
PROV258;Tarragona;Tarragona;Tarragona;Tarragona;Tarragona;Tarragona;Tarragona;Tarragona;;;X;
PROV259;Barcelona;Barcelona;Barcelona;Barcelona;Barcelona;Barcelona;Barcelona;Barcelona;;;X;
PROV260;Gerona;Gerona;Gerona;Gerona;Gerona;Gerona;Gerona;Gerona;;;X;
PROV261;Lérida;Lérida;Lérida;Lérida;Lérida;Lérida;Lérida;Lérida;;;X;
PROV262;Andorra la Vella;Andorra la Vella;Andorra la Vella;Andorra la Vella;Andorra la Vella;Andorra la Vella;Andorra la Vella;Andorra la Vella;;;X;
PROV263;Berga;Berga;Berga;Berga;Berga;Berga;Berga;Berga;;;X;
PROV264;Manresa;Manresa;Manresa;Manresa;Manresa;Manresa;Manresa;Manresa;;;X;
PROV265;Amposta;Amposta;Amposta;Amposta;Amposta;Amposta;Amposta;Amposta;;;X;
PROV266;Tremp;Tremp;Tremp;Tremp;Tremp;Tremp;Tremp;Tremp;;;X;
PROV267;Cáceres;Cáceres;Cáceres;Cáceres;Cáceres;Cáceres;Cáceres;Cáceres;;;X;
PROV268;Madrid;Madrid;Madrid;Madrid;Madrid;Madrid;Madrid;Madrid;;;X;
PROV269;Toledo;Toledo;Toledo;Toledo;Toledo;Toledo;Toledo;Toledo;;;X;
PROV270;Badajoz;Badajoz;Badajoz;Badajoz;Badajoz;Badajoz;Badajoz;Badajoz;;;X;
PROV271;Ciudad Real;Ciudad Real;Ciudad Real;Ciudad Real;Ciudad Real;Ciudad Real;Ciudad Real;Ciudad Real;;;X;
PROV272;Albacete;Albacete;Albacete;Albacete;Albacete;Albacete;Albacete;Albacete;;;X;
PROV273;Cuenca;Cuenca;Cuenca;Cuenca;Cuenca;Cuenca;Cuenca;Cuenca;;;X;
PROV274;Guadalajara;Guadalajara;Guadalajara;Guadalajara;Guadalajara;Guadalajara;Guadalajara;Guadalajara;;;X;
PROV275;Sigüenza;Sigüenza;Sigüenza;Sigüenza;Sigüenza;Sigüenza;Sigüenza;Sigüenza;;;X;
PROV276;Tarancón;Tarancón;Tarancón;Tarancón;Tarancón;Tarancón;Tarancón;Tarancón;;;X;
PROV277;Alcazar de San Juan;Alcazar de San Juan;Alcazar de San Juan;Alcazar de San Juan;Alcazar de San Juan;Alcazar de San Juan;Alcazar de San Juan;Alcazar de San Juan;;;X;
PROV278;Tomelloso;Tomelloso;Tomelloso;Tomelloso;Tomelloso;Tomelloso;Tomelloso;Tomelloso;;;X;
PROV279;Móstoles;Móstoles;Móstoles;Móstoles;Móstoles;Móstoles;Móstoles;Móstoles;;;X;
PROV280;Collado Villalba;Collado Villalba;Collado Villalba;Collado Villalba;Collado Villalba;Collado Villalba;Collado Villalba;Collado Villalba;;;X;
PROV281;Plasencia;Plasencia;Plasencia;Plasencia;Plasencia;Plasencia;Plasencia;Plasencia;;;X;
PROV282;Trujillo;Trujillo;Trujillo;Trujillo;Trujillo;Trujillo;Trujillo;Trujillo;;;X;
PROV283;Merida;Merida;Merida;Merida;Merida;Merida;Merida;Merida;;;X;
PROV284;Villarrobledo;Villarrobledo;Villarrobledo;Villarrobledo;Villarrobledo;Villarrobledo;Villarrobledo;Villarrobledo;;;X;
PROV285;Don Benito;Don Benito;Don Benito;Don Benito;Don Benito;Don Benito;Don Benito;Don Benito;;;X;
PROV286;Olivenza;Olivenza;Olivenza;Olivenza;Olivenza;Olivenza;Olivenza;Olivenza;;;X;
PROV287;Murcia;Murcia;Murcia;Murcia;Murcia;Murcia;Murcia;Murcia;;;X;
PROV288;Valencia;Valencia;Valencia;Valencia;Valencia;Valencia;Valencia;Valencia;;;X;
PROV289;Castellón de la Plana;Castellón de la Plana;Castellón de la Plana;Castellón de la Plana;Castellón de la Plana;Castellón de la Plana;Castellón de la Plana;Castellón de la Plana;;;X;
PROV290;Alicante;Alicante;Alicante;Alicante;Alicante;Alicante;Alicante;Alicante;;;X;
PROV291;Cartagena;Cartagena;Cartagena;Cartagena;Cartagena;Cartagena;Cartagena;Cartagena;;;X;
PROV292;Villena;Villena;Villena;Villena;Villena;Villena;Villena;Villena;;;X;
PROV293;Requena;Requena;Requena;Requena;Requena;Requena;Requena;Requena;;;X;
PROV294;Huelva;Huelva;Huelva;Huelva;Huelva;Huelva;Huelva;Huelva;;;X;
PROV295;Sevilla;Sevilla;Sevilla;Sevilla;Sevilla;Sevilla;Sevilla;Sevilla;;;X;
PROV296;Gibraltar;Gibraltar;Gibraltar;Gibraltar;Gibraltar;Gibraltar;Gibraltar;Gibraltar;;;X;
PROV297;Málaga;Málaga;Málaga;Málaga;Málaga;Málaga;Málaga;Málaga;;;X;
PROV298;Granada;Granada;Granada;Granada;Granada;Granada;Granada;Granada;;;X;
PROV299;Córdoba;Córdoba;Córdoba;Córdoba;Córdoba;Córdoba;Córdoba;Córdoba;;;X;
PROV300;Cádiz;Cádiz;Cádiz;Cádiz;Cádiz;Cádiz;Cádiz;Cádiz;;;X;
PROV301;Almeria;Almeria;Almeria;Almeria;Almeria;Almeria;Almeria;Almeria;;;X;
PROV302;Jaen;Jaen;Jaen;Jaen;Jaen;Jaen;Jaen;Jaen;;;X;
PROV303;Valverde del Camino;Valverde del Camino;Valverde del Camino;Valverde del Camino;Valverde del Camino;Valverde del Camino;Valverde del Camino;Valverde del Camino;;;X;
PROV304;Jerez de la Frontera;Jerez de la Frontera;Jerez de la Frontera;Jerez de la Frontera;Jerez de la Frontera;Jerez de la Frontera;Jerez de la Frontera;Jerez de la Frontera;;;X;
PROV305;Ecija;Ecija;Ecija;Ecija;Ecija;Ecija;Ecija;Ecija;;;X;
PROV306;Andujar;Andujar;Andujar;Andujar;Andujar;Andujar;Andujar;Andujar;;;X;
PROV307;Linares;Linares;Linares;Linares;Linares;Linares;Linares;Linares;;;X;
PROV308;Baza;Baza;Baza;Baza;Baza;Baza;Baza;Baza;;;X;
PROV309;Motril;Motril;Motril;Motril;Motril;Motril;Motril;Motril;;;X;
PROV310;Porto;Porto;Porto;Porto;Porto;Porto;Porto;Porto;;;X;
PROV311;Lisboa;Lisboa;Lisboa;Lisboa;Lisboa;Lisboa;Lisboa;Lisboa;;;X;
PROV312;Coimbra;Coimbra;Coimbra;Coimbra;Coimbra;Coimbra;Coimbra;Coimbra;;;X;
PROV313;Setúbal;Setúbal;Setúbal;Setúbal;Setúbal;Setúbal;Setúbal;Setúbal;;;X;
PROV314;Beja;Beja;Beja;Beja;Beja;Beja;Beja;Beja;;;X;
PROV315;Castelo Branco;Castelo Branco;Castelo Branco;Castelo Branco;Castelo Branco;Castelo Branco;Castelo Branco;Castelo Branco;;;X;
PROV316;Évora;Évora;Évora;Évora;Évora;Évora;Évora;Évora;;;X;
PROV317;Faro;Faro;Faro;Faro;Faro;Faro;Faro;Faro;;;X;
PROV318;Braga;Braga;Braga;Braga;Braga;Braga;Braga;Braga;;;X;
PROV319;Vila Real;Vila Real;Vila Real;Vila Real;Vila Real;Vila Real;Vila Real;Vila Real;;;X;
PROV320;Viseu;Viseu;Viseu;Viseu;Viseu;Viseu;Viseu;Viseu;;;X;
PROV321;Aveiro;Aveiro;Aveiro;Aveiro;Aveiro;Aveiro;Aveiro;Aveiro;;;X;
PROV322;Portalegre;Portalegre;Portalegre;Portalegre;Portalegre;Portalegre;Portalegre;Portalegre;;;X;
PROV323;Leiria;Leiria;Leiria;Leiria;Leiria;Leiria;Leiria;Leiria;;;X;
PROV324;Serpa;Serpa;Serpa;Serpa;Serpa;Serpa;Serpa;Serpa;;;X;
PROV325;Bragança;Bragança;Bragança;Bragança;Bragança;Bragança;Bragança;Bragança;;;X;
PROV326;Odemira;Odemira;Odemira;Odemira;Odemira;Odemira;Odemira;Odemira;;;X;
PROV327;Funchal;Funchal;Funchal;Funchal;Funchal;Funchal;Funchal;Funchal;;;X;
PROV328;Ponta Delgada;Ponta Delgada;Ponta Delgada;Ponta Delgada;Ponta Delgada;Ponta Delgada;Ponta Delgada;Ponta Delgada;;;X;
PROV329;Ilhas Selvagens;Ilhas Selvagens;Ilhas Selvagens;Ilhas Selvagens;Ilhas Selvagens;Ilhas Selvagens;Ilhas Selvagens;Ilhas Selvagens;;;X;
PROV330;Angra do Heroismo;Angra do Heroismo;Angra do Heroismo;Angra do Heroismo;Angra do Heroismo;Angra do Heroismo;Angra do Heroismo;Angra do Heroismo;;;X;
PROV331;Santa Cruz das Flores;Santa Cruz das Flores;Santa Cruz das Flores;Santa Cruz das Flores;Santa Cruz das Flores;Santa Cruz das Flores;Santa Cruz das Flores;Santa Cruz das Flores;;;X;
PROV332;Tromso;Tromso;Tromso;Tromso;Tromso;Tromso;Tromso;Tromso;;;X;
PROV333;Alta;Alta;Alta;Alta;Alta;Alta;Alta;Alta;;;X;
PROV334;Harstad;Harstad;Harstad;Harstad;Harstad;Harstad;Harstad;Harstad;;;X;
PROV335;Kirkenes;Kirkenes;Kirkenes;Kirkenes;Kirkenes;Kirkenes;Kirkenes;Kirkenes;;;X;
PROV336;Karasjok;Karasjok;Karasjok;Karasjok;Karasjok;Karasjok;Karasjok;Karasjok;;;X;
PROV337;Hammerfest;Hammerfest;Hammerfest;Hammerfest;Hammerfest;Hammerfest;Hammerfest;Hammerfest;;;X;
PROV338;Molde;Molde;Molde;Molde;Molde;Molde;Molde;Molde;;;X;
PROV339;Trondheim;Trondheim;Trondheim;Trondheim;Trondheim;Trondheim;Trondheim;Trondheim;;;X;
PROV340;Bodo;Bodo;Bodo;Bodo;Bodo;Bodo;Bodo;Bodo;;;X;
PROV341;Narvik;Narvik;Narvik;Narvik;Narvik;Narvik;Narvik;Narvik;;;X;
PROV342;Tynset;Tynset;Tynset;Tynset;Tynset;Tynset;Tynset;Tynset;;;X;
PROV343;Steinkjer;Steinkjer;Steinkjer;Steinkjer;Steinkjer;Steinkjer;Steinkjer;Steinkjer;;;X;
PROV344;Mo i Rana;Mo i Rana;Mo i Rana;Mo i Rana;Mo i Rana;Mo i Rana;Mo i Rana;Mo i Rana;;;X;
PROV345;Fredrikstad;Fredrikstad;Fredrikstad;Fredrikstad;Fredrikstad;Fredrikstad;Fredrikstad;Fredrikstad;;;X;
PROV346;Oslo;Oslo;Oslo;Oslo;Oslo;Oslo;Oslo;Oslo;;;X;
PROV347;Kristiansand;Kristiansand;Kristiansand;Kristiansand;Kristiansand;Kristiansand;Kristiansand;Kristiansand;;;X;
PROV348;Stavanger;Stavanger;Stavanger;Stavanger;Stavanger;Stavanger;Stavanger;Stavanger;;;X;
PROV349;Leikanger;Leikanger;Leikanger;Leikanger;Leikanger;Leikanger;Leikanger;Leikanger;;;X;
PROV350;Hamar;Hamar;Hamar;Hamar;Hamar;Hamar;Hamar;Hamar;;;X;
PROV351;Drammen;Drammen;Drammen;Drammen;Drammen;Drammen;Drammen;Drammen;;;X;
PROV352;Arendal;Arendal;Arendal;Arendal;Arendal;Arendal;Arendal;Arendal;;;X;
PROV353;Lillehammer;Lillehammer;Lillehammer;Lillehammer;Lillehammer;Lillehammer;Lillehammer;Lillehammer;;;X;
PROV354;Bergen;Bergen;Bergen;Bergen;Bergen;Bergen;Bergen;Bergen;;;X;
PROV355;Haugesund;Haugesund;Haugesund;Haugesund;Haugesund;Haugesund;Haugesund;Haugesund;;;X;
PROV356;Kongsberg;Kongsberg;Kongsberg;Kongsberg;Kongsberg;Kongsberg;Kongsberg;Kongsberg;;;X;
PROV357;Honefoss;Honefoss;Honefoss;Honefoss;Honefoss;Honefoss;Honefoss;Honefoss;;;X;
PROV358;Gjovik;Gjovik;Gjovik;Gjovik;Gjovik;Gjovik;Gjovik;Gjovik;;;X;
PROV359;Alesund;Alesund;Alesund;Alesund;Alesund;Alesund;Alesund;Alesund;;;X;
PROV360;Umeå;Umeå;Umeå;Umeå;Umeå;Umeå;Umeå;Umeå;;;X;
PROV361;Kiruna;Kiruna;Kiruna;Kiruna;Kiruna;Kiruna;Kiruna;Kiruna;;;X;
PROV362;Luleå;Luleå;Luleå;Luleå;Luleå;Luleå;Luleå;Luleå;;;X;
PROV363;Vilhelmina;Vilhelmina;Vilhelmina;Vilhelmina;Vilhelmina;Vilhelmina;Vilhelmina;Vilhelmina;;;X;
PROV364;Lycksele;Lycksele;Lycksele;Lycksele;Lycksele;Lycksele;Lycksele;Lycksele;;;X;
PROV365;Skelleftea;Skelleftea;Skelleftea;Skelleftea;Skelleftea;Skelleftea;Skelleftea;Skelleftea;;;X;
PROV366;Arjeplog;Arjeplog;Arjeplog;Arjeplog;Arjeplog;Arjeplog;Arjeplog;Arjeplog;;;X;
PROV367;Kalix;Kalix;Kalix;Kalix;Kalix;Kalix;Kalix;Kalix;;;X;
PROV368;Dorotea;Dorotea;Dorotea;Dorotea;Dorotea;Dorotea;Dorotea;Dorotea;;;X;
PROV369;Karesuando;Karesuando;Karesuando;Karesuando;Karesuando;Karesuando;Karesuando;Karesuando;;;X;
PROV370;Asele;Asele;Asele;Asele;Asele;Asele;Asele;Asele;;;X;
PROV371;Storuman;Storuman;Storuman;Storuman;Storuman;Storuman;Storuman;Storuman;;;X;
PROV372;Gällivare;Gällivare;Gällivare;Gällivare;Gällivare;Gällivare;Gällivare;Gällivare;;;X;
PROV373;Gävle;Gävle;Gävle;Gävle;Gävle;Gävle;Gävle;Gävle;;;X;
PROV374;Sundsvall;Sundsvall;Sundsvall;Sundsvall;Sundsvall;Sundsvall;Sundsvall;Sundsvall;;;X;
PROV375;Hudiksvall;Hudiksvall;Hudiksvall;Hudiksvall;Hudiksvall;Hudiksvall;Hudiksvall;Hudiksvall;;;X;
PROV376;Sveg;Sveg;Sveg;Sveg;Sveg;Sveg;Sveg;Sveg;;;X;
PROV377;Östersund;Östersund;Östersund;Östersund;Östersund;Östersund;Östersund;Östersund;;;X;
PROV378;Örnsköldsvik;Örnsköldsvik;Örnsköldsvik;Örnsköldsvik;Örnsköldsvik;Örnsköldsvik;Örnsköldsvik;Örnsköldsvik;;;X;
PROV379;Solleftea;Solleftea;Solleftea;Solleftea;Solleftea;Solleftea;Solleftea;Solleftea;;;X;
PROV380;Strömsund;Strömsund;Strömsund;Strömsund;Strömsund;Strömsund;Strömsund;Strömsund;;;X;
PROV381;Idre;Idre;Idre;Idre;Idre;Idre;Idre;Idre;;;X;
PROV382;Ljusdal;Ljusdal;Ljusdal;Ljusdal;Ljusdal;Ljusdal;Ljusdal;Ljusdal;;;X;
PROV383;Örebro;Örebro;Örebro;Örebro;Örebro;Örebro;Örebro;Örebro;;;X;
PROV384;Karlstad;Karlstad;Karlstad;Karlstad;Karlstad;Karlstad;Karlstad;Karlstad;;;X;
PROV385;Falun;Falun;Falun;Falun;Falun;Falun;Falun;Falun;;;X;
PROV386;Kristinehamn;Kristinehamn;Kristinehamn;Kristinehamn;Kristinehamn;Kristinehamn;Kristinehamn;Kristinehamn;;;X;
PROV387;Borlänge;Borlänge;Borlänge;Borlänge;Borlänge;Borlänge;Borlänge;Borlänge;;;X;
PROV388;Mora;Mora;Mora;Mora;Mora;Mora;Mora;Mora;;;X;
PROV389;Stockholm;Stockholm;Stockholm;Stockholm;Stockholm;Stockholm;Stockholm;Stockholm;;;X;
PROV390;Uppsala;Uppsala;Uppsala;Uppsala;Uppsala;Uppsala;Uppsala;Uppsala;;;X;
PROV391;Södertälje;Södertälje;Södertälje;Södertälje;Södertälje;Södertälje;Södertälje;Södertälje;;;X;
PROV392;Västeras;Västeras;Västeras;Västeras;Västeras;Västeras;Västeras;Västeras;;;X;
PROV393;Malmö;Malmö;Malmö;Malmö;Malmö;Malmö;Malmö;Malmö;;;X;
PROV394;Visby;Visby;Visby;Visby;Visby;Visby;Visby;Visby;;;X;
PROV395;Kalmar;Kalmar;Kalmar;Kalmar;Kalmar;Kalmar;Kalmar;Kalmar;;;X;
PROV396;Göteborg;Göteborg;Göteborg;Göteborg;Göteborg;Göteborg;Göteborg;Göteborg;;;X;
PROV397;Skövde;Skövde;Skövde;Skövde;Skövde;Skövde;Skövde;Skövde;;;X;
PROV398;Linköping;Linköping;Linköping;Linköping;Linköping;Linköping;Linköping;Linköping;;;X;
PROV399;Uddevalla;Uddevalla;Uddevalla;Uddevalla;Uddevalla;Uddevalla;Uddevalla;Uddevalla;;;X;
PROV400;Halmstad;Halmstad;Halmstad;Halmstad;Halmstad;Halmstad;Halmstad;Halmstad;;;X;
PROV401;Helsingborg;Helsingborg;Helsingborg;Helsingborg;Helsingborg;Helsingborg;Helsingborg;Helsingborg;;;X;
PROV402;Karlskrona;Karlskrona;Karlskrona;Karlskrona;Karlskrona;Karlskrona;Karlskrona;Karlskrona;;;X;
PROV403;Borgholm;Borgholm;Borgholm;Borgholm;Borgholm;Borgholm;Borgholm;Borgholm;;;X;
PROV404;Växjö;Växjö;Växjö;Växjö;Växjö;Växjö;Växjö;Växjö;;;X;
PROV405;Jönköping;Jönköping;Jönköping;Jönköping;Jönköping;Jönköping;Jönköping;Jönköping;;;X;
PROV406;Boras;Boras;Boras;Boras;Boras;Boras;Boras;Boras;;;X;
PROV407;Norrköping;Norrköping;Norrköping;Norrköping;Norrköping;Norrköping;Norrköping;Norrköping;;;X;
PROV408;Amal;Amal;Amal;Amal;Amal;Amal;Amal;Amal;;;X;
PROV409;Åbenrå;Åbenrå;Åbenrå;Åbenrå;Åbenrå;Åbenrå;Åbenrå;Åbenrå;;;X;
PROV410;Aalborg;Aalborg;Aalborg;Aalborg;Aalborg;Aalborg;Aalborg;Aalborg;;;X;
PROV411;Århus;Århus;Århus;Århus;Århus;Århus;Århus;Århus;;;X;
PROV412;Esbjerg;Esbjerg;Esbjerg;Esbjerg;Esbjerg;Esbjerg;Esbjerg;Esbjerg;;;X;
PROV413;Frederikshavn;Frederikshavn;Frederikshavn;Frederikshavn;Frederikshavn;Frederikshavn;Frederikshavn;Frederikshavn;;;X;
PROV414;Odense;Odense;Odense;Odense;Odense;Odense;Odense;Odense;;;X;
PROV415;Kobenhavn;Kobenhavn;Kobenhavn;Kobenhavn;Kobenhavn;Kobenhavn;Kobenhavn;Kobenhavn;;;X;
PROV416;Ronne;Ronne;Ronne;Ronne;Ronne;Ronne;Ronne;Ronne;;;X;
PROV417;Naestved;Naestved;Naestved;Naestved;Naestved;Naestved;Naestved;Naestved;;;X;
PROV418;Herning;Herning;Herning;Herning;Herning;Herning;Herning;Herning;;;X;
PROV419;Hamburg;Hamburg;Hamburg;Hamburg;Hamburg;Hamburg;Hamburg;Hamburg;;;X;
PROV420;Lübeck;Lübeck;Lübeck;Lübeck;Lübeck;Lübeck;Lübeck;Lübeck;;;X;
PROV421;Kiel;Kiel;Kiel;Kiel;Kiel;Kiel;Kiel;Kiel;;;X;
PROV422;Rostock;Rostock;Rostock;Rostock;Rostock;Rostock;Rostock;Rostock;;;X;
PROV423;Flensburg;Flensburg;Flensburg;Flensburg;Flensburg;Flensburg;Flensburg;Flensburg;;;X;
PROV424;Schwerin;Schwerin;Schwerin;Schwerin;Schwerin;Schwerin;Schwerin;Schwerin;;;X;
PROV425;Neubrandenburg;Neubrandenburg;Neubrandenburg;Neubrandenburg;Neubrandenburg;Neubrandenburg;Neubrandenburg;Neubrandenburg;;;X;
PROV426;Schleswig;Schleswig;Schleswig;Schleswig;Schleswig;Schleswig;Schleswig;Schleswig;;;X;
PROV427;Heide;Heide;Heide;Heide;Heide;Heide;Heide;Heide;;;X;
PROV428;Stralsund;Stralsund;Stralsund;Stralsund;Stralsund;Stralsund;Stralsund;Stralsund;;;X;
PROV429;Stettin;Stettin;Stettin;Stettin;Stettin;Stettin;Stettin;Stettin;;;X;
PROV430;Stolp;Stolp;Stolp;Stolp;Stolp;Stolp;Stolp;Stolp;;;X;
PROV431;Schneidemühl;Schneidemühl;Schneidemühl;Schneidemühl;Schneidemühl;Schneidemühl;Schneidemühl;Schneidemühl;;;X;
PROV432;Köslin;Köslin;Köslin;Köslin;Köslin;Köslin;Köslin;Köslin;;;X;
PROV433;Stargard in Pommern;Stargard in Pommern;Stargard in Pommern;Stargard in Pommern;Stargard in Pommern;Stargard in Pommern;Stargard in Pommern;Stargard in Pommern;;;X;
PROV434;Anklam;Anklam;Anklam;Anklam;Anklam;Anklam;Anklam;Anklam;;;X;
PROV435;Danzig;Danzig;Danzig;Danzig;Danzig;Danzig;Danzig;Danzig;;;X;
PROV436;Tilsit;Tilsit;Tilsit;Tilsit;Tilsit;Tilsit;Tilsit;Tilsit;;;X;
PROV437;Elbing;Elbing;Elbing;Elbing;Elbing;Elbing;Elbing;Elbing;;;X;
PROV438;Königsberg;Königsberg;Königsberg;Königsberg;Königsberg;Königsberg;Königsberg;Königsberg;;;X;
PROV439;Allenstein;Allenstein;Allenstein;Allenstein;Allenstein;Allenstein;Allenstein;Allenstein;;;X;
PROV440;Marienburg;Marienburg;Marienburg;Marienburg;Marienburg;Marienburg;Marienburg;Marienburg;;;X;
PROV441;Rastenburg;Rastenburg;Rastenburg;Rastenburg;Rastenburg;Rastenburg;Rastenburg;Rastenburg;;;X;
PROV442;Lyck;Lyck;Lyck;Lyck;Lyck;Lyck;Lyck;Lyck;;;X;
PROV443;Neuruppin;Neuruppin;Neuruppin;Neuruppin;Neuruppin;Neuruppin;Neuruppin;Neuruppin;;;X;
PROV444;Potsdam;Potsdam;Potsdam;Potsdam;Potsdam;Potsdam;Potsdam;Potsdam;;;X;
PROV445;West-Berlin;West-Berlin;West-Berlin;West-Berlin;West-Berlin;West-Berlin;West-Berlin;West-Berlin;;;X;
PROV446;Meseritz;Meseritz;Meseritz;Meseritz;Meseritz;Meseritz;Meseritz;Meseritz;;;X;
PROV447;Cottbus;Cottbus;Cottbus;Cottbus;Cottbus;Cottbus;Cottbus;Cottbus;;;X;
PROV448;Frankfurt an der Oder;Frankfurt an der Oder;Frankfurt an der Oder;Frankfurt an der Oder;Frankfurt an der Oder;Frankfurt an der Oder;Frankfurt an der Oder;Frankfurt an der Oder;;;X;
PROV449;Landsberg an der Warthe;Landsberg an der Warthe;Landsberg an der Warthe;Landsberg an der Warthe;Landsberg an der Warthe;Landsberg an der Warthe;Landsberg an der Warthe;Landsberg an der Warthe;;;X;
PROV450;Ost-Berlin;Ost-Berlin;Ost-Berlin;Ost-Berlin;Ost-Berlin;Ost-Berlin;Ost-Berlin;Ost-Berlin;;;X;
PROV451;Breslau;Breslau;Breslau;Breslau;Breslau;Breslau;Breslau;Breslau;;;X;
PROV452;Oels;Oels;Oels;Oels;Oels;Oels;Oels;Oels;;;X;
PROV453;Liegnitz;Liegnitz;Liegnitz;Liegnitz;Liegnitz;Liegnitz;Liegnitz;Liegnitz;;;X;
PROV454;Gleiwitz;Gleiwitz;Gleiwitz;Gleiwitz;Gleiwitz;Gleiwitz;Gleiwitz;Gleiwitz;;;X;
PROV455;Waldenburg;Waldenburg;Waldenburg;Waldenburg;Waldenburg;Waldenburg;Waldenburg;Waldenburg;;;X;
PROV456;Sagan;Sagan;Sagan;Sagan;Sagan;Sagan;Sagan;Sagan;;;X;
PROV457;Görlitz;Görlitz;Görlitz;Görlitz;Görlitz;Görlitz;Görlitz;Görlitz;;;X;
PROV458;Ratibor;Ratibor;Ratibor;Ratibor;Ratibor;Ratibor;Ratibor;Ratibor;;;X;
PROV459;Neisse;Neisse;Neisse;Neisse;Neisse;Neisse;Neisse;Neisse;;;X;
PROV460;Glatz;Glatz;Glatz;Glatz;Glatz;Glatz;Glatz;Glatz;;;X;
PROV461;Emden;Emden;Emden;Emden;Emden;Emden;Emden;Emden;;;X;
PROV462;Hannover;Hannover;Hannover;Hannover;Hannover;Hannover;Hannover;Hannover;;;X;
PROV463;Bremen;Bremen;Bremen;Bremen;Bremen;Bremen;Bremen;Bremen;;;X;
PROV464;Wilhelmshaven;Wilhelmshaven;Wilhelmshaven;Wilhelmshaven;Wilhelmshaven;Wilhelmshaven;Wilhelmshaven;Wilhelmshaven;;;X;
PROV465;Lüneburg;Lüneburg;Lüneburg;Lüneburg;Lüneburg;Lüneburg;Lüneburg;Lüneburg;;;X;
PROV466;Göttingen;Göttingen;Göttingen;Göttingen;Göttingen;Göttingen;Göttingen;Göttingen;;;X;
PROV467;Cuxhaven;Cuxhaven;Cuxhaven;Cuxhaven;Cuxhaven;Cuxhaven;Cuxhaven;Cuxhaven;;;X;
PROV468;Oldenburg;Oldenburg;Oldenburg;Oldenburg;Oldenburg;Oldenburg;Oldenburg;Oldenburg;;;X;
PROV469;Osnabrück;Osnabrück;Osnabrück;Osnabrück;Osnabrück;Osnabrück;Osnabrück;Osnabrück;;;X;
PROV470;Helgoland;Helgoland;Helgoland;Helgoland;Helgoland;Helgoland;Helgoland;Helgoland;;;X;
PROV471;Braunschweig;Braunschweig;Braunschweig;Braunschweig;Braunschweig;Braunschweig;Braunschweig;Braunschweig;;;X;
PROV472;Nordhorn;Nordhorn;Nordhorn;Nordhorn;Nordhorn;Nordhorn;Nordhorn;Nordhorn;;;X;
PROV473;Suhl;Suhl;Suhl;Suhl;Suhl;Suhl;Suhl;Suhl;;;X;
PROV474;Halle;Halle;Halle;Halle;Halle;Halle;Halle;Halle;;;X;
PROV475;Leipzig;Leipzig;Leipzig;Leipzig;Leipzig;Leipzig;Leipzig;Leipzig;;;X;
PROV476;Dresden;Dresden;Dresden;Dresden;Dresden;Dresden;Dresden;Dresden;;;X;
PROV477;Wittenberg;Wittenberg;Wittenberg;Wittenberg;Wittenberg;Wittenberg;Wittenberg;Wittenberg;;;X;
PROV478;Jena;Jena;Jena;Jena;Jena;Jena;Jena;Jena;;;X;
