##;ENG;FRA;ITA;SPA;GER;POL;;;;;X;
PROV0;(Embarked);(Embarked);(Embarked);(Embarcado/s);(Embarked);(Embarked);(Embarked);(Embarked);;;x;
PROV234;Mikolaiv;Mikolaiv;Mikolaiv;Mikolaiv;Mikolaiv;Mikolaiv;Mikolaiv;Mikolaiv;;;X;
PROV235;Krivij Rig;Krivij Rig;Krivij Rig;Krivij Rig;Krivij Rig;Krivij Rig;Krivij Rig;Krivij Rig;;;X;
PROV236;Kirovograd;Kirovograd;Kirovograd;Kirovograd;Kirovograd;Kirovograd;Kirovograd;Kirovograd;;;X;
PROV237;Cerkasi;Cerkasi;Cerkasi;Cerkasi;Cerkasi;Cerkasi;Cerkasi;Cerkasi;;;X;
PROV238;Kiiv;Kiiv;Kiiv;Kiiv;Kiiv;Kiiv;Kiiv;Kiiv;;;X;
PROV239;Nizin;Nizin;Nizin;Nizin;Nizin;Nizin;Nizin;Nizin;;;X;
PROV240;Korosten';Korosten';Korosten';Korosten';Korosten';Korosten';Korosten';Korosten';;;X;
PROV241;Cernigiv;Cernigiv;Cernigiv;Cernigiv;Cernigiv;Cernigiv;Cernigiv;Cernigiv;;;X;
PROV242;Konotop;Konotop;Konotop;Konotop;Konotop;Konotop;Konotop;Konotop;;;X;
PROV243;Dmitriev-L'govskij;Dmitriev-L'govskij;Dmitriev-L'govskij;Dmitriev-L'govskij;Dmitriev-L'govskij;Dmitriev-L'govskij;Dmitriev-L'govskij;Dmitriev-L'govskij;;;X;
PROV244;Sumi;Sumi;Sumi;Sumi;Sumi;Sumi;Sumi;Sumi;;;X;
PROV245;Kremencuk;Kremencuk;Kremencuk;Kremencuk;Kremencuk;Kremencuk;Kremencuk;Kremencuk;;;X;
PROV246;Poltava;Poltava;Poltava;Poltava;Poltava;Poltava;Poltava;Poltava;;;X;
PROV247;Belgorod;Belgorod;Belgorod;Belgorod;Belgorod;Belgorod;Belgorod;Belgorod;;;X;
PROV248;Harkiv;Harkiv;Harkiv;Harkiv;Harkiv;Harkiv;Harkiv;Harkiv;;;X;
PROV249;Zaporizzâ;Zaporizzâ;Zaporizzâ;Zaporizzâ;Zaporizzâ;Zaporizzâ;Zaporizzâ;Zaporizzâ;;;X;
PROV250;Melitopol';Melitopol';Melitopol';Melitopol';Melitopol';Melitopol';Melitopol';Melitopol';;;X;
PROV251;Herson;Herson;Herson;Herson;Herson;Herson;Herson;Herson;;;X;
PROV252;Evpatorija;Evpatorija;Evpatorija;Evpatorija;Evpatorija;Evpatorija;Evpatorija;Evpatorija;;;X;
PROV253;Sevastopol';Sevastopol';Sevastopol';Sevastopol';Sevastopol';Sevastopol';Sevastopol';Sevastopol';;;X;
PROV254;Kerc';Kerc';Kerc';Kerc';Kerc';Kerc';Kerc';Kerc';;;X;
PROV255;Novorossijsk;Novorossijsk;Novorossijsk;Novorossijsk;Novorossijsk;Novorossijsk;Novorossijsk;Novorossijsk;;;X;
PROV256;Krasnodar;Krasnodar;Krasnodar;Krasnodar;Krasnodar;Krasnodar;Krasnodar;Krasnodar;;;X;
PROV257;Sal'sk;Sal'sk;Sal'sk;Sal'sk;Sal'sk;Sal'sk;Sal'sk;Sal'sk;;;X;
PROV258;Mariupol';Mariupol';Mariupol';Mariupol';Mariupol';Mariupol';Mariupol';Mariupol';;;X;
PROV259;Lugans'k;Lugans'k;Lugans'k;Lugans'k;Lugans'k;Lugans'k;Lugans'k;Lugans'k;;;X;
PROV260;Stalino;Stalino;Stalino;Stalino;Stalino;Stalino;Stalino;Stalino;;;X;
PROV261;Alekseevka;Alekseevka;Alekseevka;Alekseevka;Alekseevka;Alekseevka;Alekseevka;Alekseevka;;;X;
PROV262;Staryj Oskol;Staryj Oskol;Staryj Oskol;Staryj Oskol;Staryj Oskol;Staryj Oskol;Staryj Oskol;Staryj Oskol;;;X;
PROV263;Rossos;Rossos;Rossos;Rossos;Rossos;Rossos;Rossos;Rossos;;;X;
PROV264;Pavlovsk;Pavlovsk;Pavlovsk;Pavlovsk;Pavlovsk;Pavlovsk;Pavlovsk;Pavlovsk;;;X;
PROV265;Sahty;Sahty;Sahty;Sahty;Sahty;Sahty;Sahty;Sahty;;;X;
PROV266;Kup'âns'k;Kup'âns'k;Kup'âns'k;Kup'âns'k;Kup'âns'k;Kup'âns'k;Kup'âns'k;Kup'âns'k;;;X;
PROV267;Proskuriv;Proskuriv;Proskuriv;Proskuriv;Proskuriv;Proskuriv;Proskuriv;Proskuriv;;;X;
PROV268;Morozovskaja;Morozovskaja;Morozovskaja;Morozovskaja;Morozovskaja;Morozovskaja;Morozovskaja;Morozovskaja;;;X;
PROV269;Rostov-na-Donu;Rostov-na-Donu;Rostov-na-Donu;Rostov-na-Donu;Rostov-na-Donu;Rostov-na-Donu;Rostov-na-Donu;Rostov-na-Donu;;;X;
PROV270;Semikarakorskaja;Semikarakorskaja;Semikarakorskaja;Semikarakorskaja;Semikarakorskaja;Semikarakorskaja;Semikarakorskaja;Semikarakorskaja;;;X;
PROV271;Belaja Kalitva;Belaja Kalitva;Belaja Kalitva;Belaja Kalitva;Belaja Kalitva;Belaja Kalitva;Belaja Kalitva;Belaja Kalitva;;;X;
PROV272;Sluck;Sluck;Sluck;Sluck;Sluck;Sluck;Sluck;Sluck;;;X;
PROV273;Luban;Luban;Luban;Luban;Luban;Luban;Luban;Luban;;;X;
PROV274;Homel;Homel;Homel;Homel;Homel;Homel;Homel;Homel;;;X;
PROV275;Roslavl';Roslavl';Roslavl';Roslavl';Roslavl';Roslavl';Roslavl';Roslavl';;;X;
PROV276;Orël;Orël;Orël;Orël;Orël;Orël;Orël;Orël;;;X;
PROV277;Klincy;Klincy;Klincy;Klincy;Klincy;Klincy;Klincy;Klincy;;;X;
PROV278;Livny;Livny;Livny;Livny;Livny;Livny;Livny;Livny;;;X;
PROV279;Rjazan';Rjazan';Rjazan';Rjazan';Rjazan';Rjazan';Rjazan';Rjazan';;;X;
PROV280;Balasov;Balasov;Balasov;Balasov;Balasov;Balasov;Balasov;Balasov;;;X;
PROV281;Voronez;Voronez;Voronez;Voronez;Voronez;Voronez;Voronez;Voronez;;;X;
PROV282;Kursk;Kursk;Kursk;Kursk;Kursk;Kursk;Kursk;Kursk;;;X;
PROV283;Elec;Elec;Elec;Elec;Elec;Elec;Elec;Elec;;;X;
PROV284;Lipeck;Lipeck;Lipeck;Lipeck;Lipeck;Lipeck;Lipeck;Lipeck;;;X;
PROV285;Safonovo;Safonovo;Safonovo;Safonovo;Safonovo;Safonovo;Safonovo;Safonovo;;;X;
PROV286;Nelidovo;Nelidovo;Nelidovo;Nelidovo;Nelidovo;Nelidovo;Nelidovo;Nelidovo;;;X;
PROV287;Malaja Visera;Malaja Visera;Malaja Visera;Malaja Visera;Malaja Visera;Malaja Visera;Malaja Visera;Malaja Visera;;;X;
PROV288;Rzev;Rzev;Rzev;Rzev;Rzev;Rzev;Rzev;Rzev;;;X;
PROV289;Vysnij Volocëk;Vysnij Volocëk;Vysnij Volocëk;Vysnij Volocëk;Vysnij Volocëk;Vysnij Volocëk;Vysnij Volocëk;Vysnij Volocëk;;;X;
PROV290;Öresund;Öresund;Öresund;Öresund;Öresund;Öresund;Öresund;Öresund;;;X;
PROV291;Karlovac;Karlovac;Karlovac;Karlovac;Karlovac;Karlovac;Karlovac;Karlovac;;;X;
PROV292;Frederikshavn;Frederikshavn;Frederikshavn;Frederikshavn;Frederikshavn;Frederikshavn;Frederikshavn;Frederikshavn;;;X;
PROV293;Odense;Odense;Odense;Odense;Odense;Odense;Odense;Odense;;;X;
PROV294;Kobenhavn;Kobenhavn;Kobenhavn;Kobenhavn;Kobenhavn;Kobenhavn;Kobenhavn;Kobenhavn;;;X;
PROV295;Ronne;Ronne;Ronne;Ronne;Ronne;Ronne;Ronne;Ronne;;;X;
PROV296;Rostock;Rostock;Rostock;Rostock;Rostock;Rostock;Rostock;Rostock;;;X;
PROV297;Neuruppin;Neuruppin;Neuruppin;Neuruppin;Neuruppin;Neuruppin;Neuruppin;Neuruppin;;;X;
PROV298;Halle;Halle;Halle;Halle;Halle;Halle;Halle;Halle;;;X;
PROV299;Potsdam;Potsdam;Potsdam;Potsdam;Potsdam;Potsdam;Potsdam;Potsdam;;;X;
PROV300;West-Berlin;West-Berlin;West-Berlin;West-Berlin;West-Berlin;West-Berlin;West-Berlin;West-Berlin;;;X;
PROV301;Stralsund;Stralsund;Stralsund;Stralsund;Stralsund;Stralsund;Stralsund;Stralsund;;;X;
PROV302;Stettin;Stettin;Stettin;Stettin;Stettin;Stettin;Stettin;Stettin;;;X;
PROV303;Danzig;Danzig;Danzig;Danzig;Danzig;Danzig;Danzig;Danzig;;;X;
PROV304;Elbing;Elbing;Elbing;Elbing;Elbing;Elbing;Elbing;Elbing;;;X;
PROV305;Plock;Plock;Plock;Plock;Plock;P³ock;Plock;Plock;;;X;
PROV306;Gdynia;Gdynia;Gdynia;Gdynia;Gdynia;Gdynia;Gdynia;Gdynia;;;X;
PROV307;Torun;Torun;Torun;Torun;Torun;Toruñ;Torun;Torun;;;X;
PROV308;Meseritz;Meseritz;Meseritz;Meseritz;Meseritz;Meseritz;Meseritz;Meseritz;;;X;
PROV309;Cottbus;Cottbus;Cottbus;Cottbus;Cottbus;Cottbus;Cottbus;Cottbus;;;X;
PROV310;Leipzig;Leipzig;Leipzig;Leipzig;Leipzig;Leipzig;Leipzig;Leipzig;;;X;
PROV311;Dresden;Dresden;Dresden;Dresden;Dresden;Dresden;Dresden;Dresden;;;X;
PROV312;Nürnberg;Nürnberg;Nürnberg;Nürnberg;Nürnberg;Nürnberg;Nürnberg;Nürnberg;;;X;
PROV313;Frankfurt am Main;Frankfurt am Main;Frankfurt am Main;Frankfurt am Main;Frankfurt am Main;Frankfurt am Main;Frankfurt am Main;Frankfurt am Main;;;X;
PROV314;Stuttgart;Stuttgart;Stuttgart;Stuttgart;Stuttgart;Stuttgart;Stuttgart;Stuttgart;;;X;
PROV315;Freiburg im Breisgau;Freiburg im Breisgau;Freiburg im Breisgau;Freiburg im Breisgau;Freiburg im Breisgau;Freiburg im Breisgau;Freiburg im Breisgau;Freiburg im Breisgau;;;X;
PROV316;Mulhouse;Mulhouse;Mulhouse;Mulhouse;Mulhouse;Mulhouse;Mulhouse;Mulhouse;;;X;
PROV317;Épinal;Épinal;Épinal;Épinal;Épinal;Épinal;Épinal;Épinal;;;X;
PROV318;Auxerre;Auxerre;Auxerre;Auxerre;Auxerre;Auxerre;Auxerre;Auxerre;;;X;
PROV319;Saint-Étienne;Saint-Étienne;Saint-Étienne;Saint-Étienne;Saint-Étienne;Saint-Étienne;Saint-Étienne;Saint-Étienne;;;X;
PROV320;Châteauroux;Châteauroux;Châteauroux;Châteauroux;Châteauroux;Châteauroux;Châteauroux;Châteauroux;;;X;
PROV321;Limoges;Limoges;Limoges;Limoges;Limoges;Limoges;Limoges;Limoges;;;X;
PROV322;Périgueux;Périgueux;Périgueux;Périgueux;Périgueux;Périgueux;Périgueux;Périgueux;;;X;
PROV323;La Rochelle;La Rochelle;La Rochelle;La Rochelle;La Rochelle;La Rochelle;La Rochelle;La Rochelle;;;X;
PROV324;Montauban;Montauban;Montauban;Montauban;Montauban;Montauban;Montauban;Montauban;;;X;
PROV325;Mont-de-Marsan;Mont-de-Marsan;Mont-de-Marsan;Mont-de-Marsan;Mont-de-Marsan;Mont-de-Marsan;Mont-de-Marsan;Mont-de-Marsan;;;X;
PROV326;Bayonne;Bayonne;Bayonne;Bayonne;Bayonne;Bayonne;Bayonne;Bayonne;;;X;
PROV327;Auch;Auch;Auch;Auch;Auch;Auch;Auch;Auch;;;X;
PROV328;Foix;Foix;Foix;Foix;Foix;Foix;Foix;Foix;;;X;
PROV329;Huesca;Huesca;Huesca;Huesca;Huesca;Huesca;Huesca;Huesca;;;X;
PROV330;Zaragoza;Zaragoza;Zaragoza;Zaragoza;Zaragoza;Zaragoza;Zaragoza;Zaragoza;;;X;
PROV331;Bilbao;Bilbao;Bilbao;Bilbao;Bilbao;Bilbao;Bilbao;Bilbao;;;X;
PROV332;Oviedo;Oviedo;Oviedo;Oviedo;Oviedo;Oviedo;Oviedo;Oviedo;;;X;
PROV333;Burgos;Burgos;Burgos;Burgos;Burgos;Burgos;Burgos;Burgos;;;X;
PROV334;La Coruña;La Coruña;La Coruña;La Coruña;La Coruña;La Coruña;La Coruña;La Coruña;;;X;
PROV335;Porto;Porto;Porto;Porto;Porto;Porto;Porto;Porto;;;X;
PROV336;Lisboa;Lisboa;Lisboa;Lisboa;Lisboa;Lisboa;Lisboa;Lisboa;;;X;
PROV337;Coimbra;Coimbra;Coimbra;Coimbra;Coimbra;Coimbra;Coimbra;Coimbra;;;X;
PROV338;Cáceres;Cáceres;Cáceres;Cáceres;Cáceres;Cáceres;Cáceres;Cáceres;;;X;
PROV339;Valladolid;Valladolid;Valladolid;Valladolid;Valladolid;Valladolid;Valladolid;Valladolid;;;X;
PROV340;Soria;Soria;Soria;Soria;Soria;Soria;Soria;Soria;;;X;
PROV341;Madrid;Madrid;Madrid;Madrid;Madrid;Madrid;Madrid;Madrid;;;X;
PROV342;Toledo;Toledo;Toledo;Toledo;Toledo;Toledo;Toledo;Toledo;;;X;
PROV343;Badajoz;Badajoz;Badajoz;Badajoz;Badajoz;Badajoz;Badajoz;Badajoz;;;X;
PROV344;Setúbal;Setúbal;Setúbal;Setúbal;Setúbal;Setúbal;Setúbal;Setúbal;;;X;
PROV345;Beja;Beja;Beja;Beja;Beja;Beja;Beja;Beja;;;X;
PROV346;Huelva;Huelva;Huelva;Huelva;Huelva;Huelva;Huelva;Huelva;;;X;
PROV347;Sevilla;Sevilla;Sevilla;Sevilla;Sevilla;Sevilla;Sevilla;Sevilla;;;X;
PROV348;Gibraltar;Gibraltar;Gibraltar;Gibraltar;Gibraltar;Gibraltar;Gibraltar;Gibraltar;;;X;
PROV349;Málaga;Málaga;Málaga;Málaga;Málaga;Málaga;Málaga;Málaga;;;X;
PROV350;Granada;Granada;Granada;Granada;Granada;Granada;Granada;Granada;;;X;
PROV351;Córdoba;Córdoba;Córdoba;Córdoba;Córdoba;Córdoba;Córdoba;Córdoba;;;X;
PROV352;Murcia;Murcia;Murcia;Murcia;Murcia;Murcia;Murcia;Murcia;;;X;
PROV353;Ciudad Real;Ciudad Real;Ciudad Real;Ciudad Real;Ciudad Real;Ciudad Real;Ciudad Real;Ciudad Real;;;X;
PROV354;Valencia;Valencia;Valencia;Valencia;Valencia;Valencia;Valencia;Valencia;;;X;
PROV355;Castellón de la Plana;Castellón de la Plana;Castellón de la Plana;Castellón de la Plana;Castellón de la Plana;Castellón de la Plana;Castellón de la Plana;Castellón de la Plana;;;X;
PROV356;Tarragona;Tarragona;Tarragona;Tarragona;Tarragona;Tarragona;Tarragona;Tarragona;;;X;
PROV357;Barcelona;Barcelona;Barcelona;Barcelona;Barcelona;Barcelona;Barcelona;Barcelona;;;X;
PROV358;Perpignan;Perpignan;Perpignan;Perpignan;Perpignan;Perpignan;Perpignan;Perpignan;;;X;
PROV359;Toulouse;Toulouse;Toulouse;Toulouse;Toulouse;Toulouse;Toulouse;Toulouse;;;X;
PROV360;Vichy;Vichy;Vichy;Vichy;Vichy;Vichy;Vichy;Vichy;;;X;
PROV361;Clermont-Ferrand;Clermont-Ferrand;Clermont-Ferrand;Clermont-Ferrand;Clermont-Ferrand;Clermont-Ferrand;Clermont-Ferrand;Clermont-Ferrand;;;X;
PROV362;Montpellier;Montpellier;Montpellier;Montpellier;Montpellier;Montpellier;Montpellier;Montpellier;;;X;
PROV363;Nîmes;Nîmes;Nîmes;Nîmes;Nîmes;Nîmes;Nîmes;Nîmes;;;X;
PROV364;Marseille;Marseille;Marseille;Marseille;Marseille;Marseille;Marseille;Marseille;;;X;
PROV365;Toulon;Toulon;Toulon;Toulon;Toulon;Toulon;Toulon;Toulon;;;X;
PROV366;Nice;Nice;Nice;Nice;Nice;Nice;Nice;Nice;;;X;
PROV367;Ajaccio;Ajaccio;Ajaccio;Ajaccio;Ajaccio;Ajaccio;Ajaccio;Ajaccio;;;X;
PROV368;Genova;Genova;Genova;Genova;Genova;Genova;Genova;Genova;;;X;
PROV369;Parma;Parma;Parma;Parma;Parma;Parma;Parma;Parma;;;X;
PROV370;Milano;Milano;Milano;Milano;Milano;Milano;Milano;Milano;;;X;
PROV371;Trento;Trento;Trento;Trento;Trento;Trento;Trento;Trento;;;X;
PROV372;Lugano;Lugano;Lugano;Lugano;Lugano;Lugano;Lugano;Lugano;;;X;
PROV373;Bregenz;Bregenz;Bregenz;Bregenz;Bregenz;Bregenz;Bregenz;Bregenz;;;X;
PROV374;Augsburg;Augsburg;Augsburg;Augsburg;Augsburg;Augsburg;Augsburg;Augsburg;;;X;
PROV375;Regensburg;Regensburg;Regensburg;Regensburg;Regensburg;Regensburg;Regensburg;Regensburg;;;X;
PROV376;München;München;München;München;München;München;München;München;;;X;
PROV377;Innsbruck;Innsbruck;Innsbruck;Innsbruck;Innsbruck;Innsbruck;Innsbruck;Innsbruck;;;X;
PROV378;Venezia;Venezia;Venezia;Venezia;Venezia;Venezia;Venezia;Venezia;;;X;
PROV379;Mantova;Mantova;Mantova;Mantova;Mantova;Mantova;Mantova;Mantova;;;X;
PROV380;Ljubljana;Ljubljana;Ljubljana;Ljubljana;Ljubljana;Ljubljana;Ljubljana;Ljubljana;;;X;
PROV381;Zara;Zara;Zara;Zara;Zara;Zara;Zara;Zara;;;X;
PROV382;Zagreb;Zagreb;Zagreb;Zagreb;Zagreb;Zagreb;Zagreb;Zagreb;;;X;
PROV383;Banja Luka;Banja Luka;Banja Luka;Banja Luka;Banja Luka;Banja Luka;Banja Luka;Banja Luka;;;X;
PROV384;Split;Split;Split;Split;Split;Split;Split;Split;;;X;
PROV385;Sarajevo;Sarajevo;Sarajevo;Sarajevo;Sarajevo;Sarajevo;Sarajevo;Sarajevo;;;X;
PROV386;Tuzla;Tuzla;Tuzla;Tuzla;Tuzla;Tuzla;Tuzla;Tuzla;;;X;
PROV387;Mostar;Mostar;Mostar;Mostar;Mostar;Mostar;Mostar;Mostar;;;X;
PROV388;Dubrovnik;Dubrovnik;Dubrovnik;Dubrovnik;Dubrovnik;Dubrovnik;Dubrovnik;Dubrovnik;;;X;
PROV389;Cetinje;Cetinje;Cetinje;Cetinje;Cetinje;Cetinje;Cetinje;Cetinje;;;X;
PROV390;Tiranë;Tiranë;Tiranë;Tiranë;Tiranë;Tiranë;Tiranë;Tiranë;;;X;
PROV391;Vlorë;Vlorë;Vlorë;Vlorë;Vlorë;Vlorë;Vlorë;Vlorë;;;X;
PROV392;Ioannina;Ioannina;Ioannina;Ioannina;Ioannina;Ioannina;Ioannina;Ioannina;;;X;
PROV393;Kerkyra;Kerkyra;Kerkyra;Kerkyra;Kerkyra;Kerkyra;Kerkyra;Kerkyra;;;X;
PROV394;Patra;Patra;Patra;Patra;Patra;Patra;Patra;Patra;;;X;
PROV395;Korinthos;Korinthos;Korinthos;Korinthos;Korinthos;Korinthos;Korinthos;Korinthos;;;X;
PROV396;Hrakleio;Hrakleio;Hrakleio;Hrakleio;Hrakleio;Hrakleio;Hrakleio;Hrakleio;;;X;
PROV397;Sea of Marmara;Sea of Marmara;Sea of Marmara;Sea of Marmara;Sea of Marmara;Sea of Marmara;Sea of Marmara;Sea of Marmara;;;X;
PROV398;Kalymnos;Kalymnos;Kalymnos;Kalymnos;Kalymnos;Kalymnos;Kalymnos;Kalymnos;;;X;
PROV399;Rodos;Rodos;Rodos;Rodos;Rodos;Rodos;Rodos;Rodos;;;X;
PROV400;Chalkida;Chalkida;Chalkida;Chalkida;Chalkida;Chalkida;Chalkida;Chalkida;;;X;
PROV401;Athina;Athina;Athina;Athina;Athina;Athina;Athina;Athina;;;X;
PROV402;Larissa;Larissa;Larissa;Larissa;Larissa;Larissa;Larissa;Larissa;;;X;
PROV403;Lamia;Lamia;Lamia;Lamia;Lamia;Lamia;Lamia;Lamia;;;X;
PROV404;Hayfa;Hayfa;Hayfa;Hayfa;Hayfa;Hayfa;Hayfa;Hayfa;;;X;
PROV405;Mytilini;Mytilini;Mytilini;Mytilini;Mytilini;Mytilini;Mytilini;Mytilini;;;X;
PROV406;Bi'r as-Saba';Bi'r as-Saba';Bi'r as-Saba';Bi'r as-Saba';Bi'r as-Saba';Bi'r as-Saba';Bi'r as-Saba';Bi'r as-Saba';;;X;
PROV407;Azraq;Azraq;Azraq;Azraq;Azraq;Azraq;Azraq;Azraq;;;X;
PROV408;Bursa;Bursa;Bursa;Bursa;Bursa;Bursa;Bursa;Bursa;;;X;
PROV409;Istanbul;Istanbul;Istanbul;Istanbul;Istanbul;Istanbul;Istanbul;Istanbul;;;X;
PROV410;Kavala;Kavala;Kavala;Kavala;Kavala;Kavala;Kavala;Kavala;;;X;
PROV411;Kilkis;Kilkis;Kilkis;Kilkis;Kilkis;Kilkis;Kilkis;Kilkis;;;X;
PROV412;Thessaloniki;Thessaloniki;Thessaloniki;Thessaloniki;Thessaloniki;Thessaloniki;Thessaloniki;Thessaloniki;;;X;
PROV413;Skoplje;Skoplje;Skoplje;Skoplje;Skoplje;Skoplje;Skoplje;Skoplje;;;X;
PROV414;Stip;Stip;Stip;Stip;Stip;Stip;Stip;Stip;;;X;
PROV415;Pristina;Pristina;Pristina;Pristina;Pristina;Pristina;Pristina;Pristina;;;X;
PROV416;Gorna Dzhumaya;Gorna Dzhumaya;Gorna Dzhumaya;Gorna Dzhumaya;Gorna Dzhumaya;Gorna Dzhumaya;Gorna Dzhumaya;Gorna Dzhumaya;;;X;
PROV417;Sofia;Sofia;Sofia;Sofia;Sofia;Sofia;Sofia;Sofia;;;X;
PROV418;Gazimagusa;Gazimagusa;Gazimagusa;Gazimagusa;Gazimagusa;Gazimagusa;Gazimagusa;Gazimagusa;;;X;
PROV419;Vraca;Vraca;Vraca;Vraca;Vraca;Vraca;Vraca;Vraca;;;X;
PROV420;Pleven;Pleven;Pleven;Pleven;Pleven;Pleven;Pleven;Pleven;;;X;
PROV421;Plovdiv;Plovdiv;Plovdiv;Plovdiv;Plovdiv;Plovdiv;Plovdiv;Plovdiv;;;X;
PROV422;Burgas;Burgas;Burgas;Burgas;Burgas;Burgas;Burgas;Burgas;;;X;
PROV423;Bazargic;Bazargic;Bazargic;Bazargic;Bazargic;Bazargic;Bazargic;Bazargic;;;X;
PROV424;Bucuresti;Bucuresti;Bucuresti;Bucuresti;Bucuresti;Bucuresti;Bucuresti;Bucuresti;;;X;
PROV425;Giurgiu;Giurgiu;Giurgiu;Giurgiu;Giurgiu;Giurgiu;Giurgiu;Giurgiu;;;X;
PROV426;Craiova;Craiova;Craiova;Craiova;Craiova;Craiova;Craiova;Craiova;;;X;
PROV427;Alba Iulia;Alba Iulia;Alba Iulia;Alba Iulia;Alba Iulia;Alba Iulia;Alba Iulia;Alba Iulia;;;X;
PROV428;Cluj;Cluj;Cluj;Cluj;Cluj;Cluj;Cluj;Cluj;;;X;
PROV429;Bacau;Bacau;Bacau;Bacau;Bacau;Bacau;Bacau;Bacau;;;X;
PROV430;Sibiu;Sibiu;Sibiu;Sibiu;Sibiu;Sibiu;Sibiu;Sibiu;;;X;
PROV431;Ploesti;Ploesti;Ploesti;Ploesti;Ploesti;Ploesti;Ploesti;Ploesti;;;X;
PROV432;Braila;Braila;Braila;Braila;Braila;Braila;Braila;Braila;;;X;
PROV433;Iasi;Iasi;Iasi;Iasi;Iasi;Iasi;Iasi;Iasi;;;X;
PROV434;Chisinau;Chisinau;Chisinau;Chisinau;Chisinau;Chisinau;Chisinau;Chisinau;;;X;
PROV435;Ismail;Ismail;Ismail;Ismail;Ismail;Ismail;Ismail;Ismail;;;X;
PROV436;Constanta;Constanta;Constanta;Constanta;Constanta;Constanta;Constanta;Constanta;;;X;
PROV437;Denizli;Denizli;Denizli;Denizli;Denizli;Denizli;Denizli;Denizli;;;X;
PROV438;Antalya;Antalya;Antalya;Antalya;Antalya;Antalya;Antalya;Antalya;;;X;
PROV439;Izmit;Izmit;Izmit;Izmit;Izmit;Izmit;Izmit;Izmit;;;X;
PROV440;Kastamonu;Kastamonu;Kastamonu;Kastamonu;Kastamonu;Kastamonu;Kastamonu;Kastamonu;;;X;
PROV441;Karabük;Karabük;Karabük;Karabük;Karabük;Karabük;Karabük;Karabük;;;X;
PROV442;Konya;Konya;Konya;Konya;Konya;Konya;Konya;Konya;;;X;
PROV443;Mersin;Mersin;Mersin;Mersin;Mersin;Mersin;Mersin;Mersin;;;X;
PROV444;Lefkosia;Lefkosia;Lefkosia;Lefkosia;Lefkosia;Lefkosia;Lefkosia;Lefkosia;;;X;
PROV445;Adana;Adana;Adana;Adana;Adana;Adana;Adana;Adana;;;X;
PROV446;Kars;Kars;Kars;Kars;Kars;Kars;Kars;Kars;;;X;
PROV447;Kirikkale;Kirikkale;Kirikkale;Kirikkale;Kirikkale;Kirikkale;Kirikkale;Kirikkale;;;X;
PROV448;Ankara;Ankara;Ankara;Ankara;Ankara;Ankara;Ankara;Ankara;;;X;
PROV449;Samsun;Samsun;Samsun;Samsun;Samsun;Samsun;Samsun;Samsun;;;X;
PROV450;Trabzon;Trabzon;Trabzon;Trabzon;Trabzon;Trabzon;Trabzon;Trabzon;;;X;
PROV451;Nis;Nis;Nis;Nis;Nis;Nis;Nis;Nis;;;X;
PROV452;Uzice;Uzice;Uzice;Uzice;Uzice;Uzice;Uzice;Uzice;;;X;
PROV453;Beograd;Beograd;Beograd;Beograd;Beograd;Beograd;Beograd;Beograd;;;X;
PROV454;Osijek;Osijek;Osijek;Osijek;Osijek;Osijek;Osijek;Osijek;;;X;
PROV455;Bjelovar;Bjelovar;Bjelovar;Bjelovar;Bjelovar;Bjelovar;Bjelovar;Bjelovar;;;X;
PROV456;Pécs;Pécs;Pécs;Pécs;Pécs;Pécs;Pécs;Pécs;;;X;
PROV457;Budapest;Budapest;Budapest;Budapest;Budapest;Budapest;Budapest;Budapest;;;X;
PROV458;Székesfehérvár;Székesfehérvár;Székesfehérvár;Székesfehérvár;Székesfehérvár;Székesfehérvár;Székesfehérvár;Székesfehérvár;;;X;
PROV459;Maribor;Maribor;Maribor;Maribor;Maribor;Maribor;Maribor;Maribor;;;X;
PROV460;Leoben;Leoben;Leoben;Leoben;Leoben;Leoben;Leoben;Leoben;;;X;
PROV461;Klagenfurt;Klagenfurt;Klagenfurt;Klagenfurt;Klagenfurt;Klagenfurt;Klagenfurt;Klagenfurt;;;X;
PROV462;Salzburg;Salzburg;Salzburg;Salzburg;Salzburg;Salzburg;Salzburg;Salzburg;;;X;
PROV463;Wien;Wien;Wien;Wien;Wien;Wien;Wien;Wien;;;X;
PROV464;Hollabrunn;Hollabrunn;Hollabrunn;Hollabrunn;Hollabrunn;Hollabrunn;Hollabrunn;Hollabrunn;;;X;
PROV465;Freistadt;Freistadt;Freistadt;Freistadt;Freistadt;Freistadt;Freistadt;Freistadt;;;X;
PROV466;Karlovy Vary;Karlovy Vary;Karlovy Vary;Karlovy Vary;Karlovy Vary;Karlovy Vary;Karlovy Vary;Karlovy Vary;;;X;
PROV467;Znojmo;Znojmo;Znojmo;Znojmo;Znojmo;Znojmo;Znojmo;Znojmo;;;X;
PROV468;Hradec Králové;Hradec Králové;Hradec Králové;Hradec Králové;Hradec Králové;Hradec Králové;Hradec Králové;Hradec Králové;;;X;
PROV469;Praha;Praha;Praha;Praha;Praha;Praha;Praha;Praha;;;X;
PROV470;Plzen;Plzen;Plzen;Plzen;Plzen;Plzen;Plzen;Plzen;;;X;
PROV471;Liberec;Liberec;Liberec;Liberec;Liberec;Liberec;Liberec;Liberec;;;X;
PROV472;Opava;Opava;Opava;Opava;Opava;Opava;Opava;Opava;;;X;
